Drug	target
D00369	hsa:31
D00369	hsa:32
D01888	hsa:6646
D01888	hsa:10269
D01888	hsa:1553
D00995	hsa:6646
D00995	hsa:5145
D00995	hsa:5146
D00998	hsa:6646
D00998	hsa:5145
D00998	hsa:5146
D03788	hsa:9023
D03788	hsa:29785
D03788	hsa:1589
D00333	hsa:8972
D00333	hsa:7155
D00333	hsa:1636
D00726	hsa:8972
D00726	hsa:1636
D00726	hsa:7155
D00131	hsa:1553
D00131	hsa:6646
D00131	hsa:5146
D00391	hsa:760
D00391	hsa:23632
D00391	hsa:377677
D00222	hsa:8972
D00222	hsa:7155
D00222	hsa:1636
D03805	hsa:8972
D03805	hsa:29785
D03805	hsa:7155
D00279	hsa:6646
D00279	hsa:10269
D00279	hsa:1555
D02193	hsa:8972
D02193	hsa:1553
D02193	hsa:6646
D00208	hsa:760
D00208	hsa:8972
D00208	hsa:29785
D00593	hsa:9023
D00593	hsa:8972
D00593	hsa:29785
D03787	hsa:8972
D03787	hsa:29785
D03787	hsa:31
D00342	hsa:8972
D00342	hsa:760
D00342	hsa:31
D02323	hsa:9023
D02323	hsa:29785
D02323	hsa:1589
